-0.10678,-0.74743,-0.57659,-0.87557,-1.1959,-0.13881,-0.35236,0.10678,-0.35236,-0.65134,-0.30965,-0.64066,-0.70472,-0.58727,-0.21355,-0.43778,0.64066,0.39507,0.18152,0.56591,0.35236,0.54456,0.65134,0.59795,-0.44846,0.64066,0.96099,0.34168,0.62998,1.0571,-0.10678,0.39507,0.25626,0.064066,-1.2279,-0.5232,-0.37372,-0.064066,-0.36304,0.51253,0.20287,0.042711
0.021355,-0.7154,-0.53388,-0.97166,-1.26,-0.11745,-0.43778,0.085421,-0.36304,-0.6193,-0.30965,-0.59795,-0.62998,-0.6193,-0.23491,-0.46982,0.6193,0.35236,0.25626,0.55524,0.38439,0.49117,0.65134,0.6193,-0.46982,0.65134,1.0144,0.40575,0.64066,1.0037,-0.074743,0.36304,0.2883,0.11745,-1.2386,-0.62998,-0.41643,-0.17084,-0.30965,0.46982,0.17084,0.010678
-0.032033,-0.7154,-0.51253,-0.92895,-1.2386,-0.13881,-0.37372,0.10678,-0.33101,-0.58727,-0.29897,-0.64066,-0.69405,-0.64066,-0.23491,-0.5232,0.59795,0.41643,0.26694,0.50185,0.35236,0.50185,0.68337,0.58727,-0.45914,0.67269,1.0037,0.36304,0.64066,1.0357,-0.032033,0.38439,0.27762,0.11745,-1.2172,-0.58727,-0.39507,-0.12813,-0.21355,0.25626,0.13881,-0.021355
-0.010678,-0.77947,-0.49117,-0.95031,-1.2386,-0.17084,-0.37372,0.10678,-0.34168,-0.66201,-0.2883,-0.53388,-0.66201,-0.62998,-0.24559,-0.49117,0.6193,0.34168,0.23491,0.58727,0.34168,0.45914,0.60862,0.64066,-0.46982,0.70472,1.0357,0.35236,0.6193,1.0678,-0.085421,0.36304,0.2883,0.085421,-1.2066,-0.55524,-0.42711,-0.053388,-0.14949,0.18152,0.16016,0
0.021355,-0.76879,-0.50185,-0.92895,-1.2706,-0.1922,-0.41643,0.085421,-0.32033,-0.59795,-0.27762,-0.62998,-0.64066,-0.59795,-0.17084,-0.45914,0.58727,0.37372,0.29897,0.49117,0.40575,0.48049,0.66201,0.68337,-0.42711,0.73676,0.99302,0.36304,0.66201,0.99302,-0.042711,0.39507,0.30965,0.16016,-1.1425,-0.60862,-0.39507,-0.053388,-0.24559,0.22423,0.1922,0.16016
0.010678,-0.77947,-0.51253,-0.9076,-1.2172,-0.17084,-0.43778,0.12813,-0.41643,-0.72608,-0.2883,-0.66201,-0.58727,-0.6193,-0.17084,-0.51253,0.55524,0.30965,0.2883,0.49117,0.33101,0.43778,0.6193,0.6193,-0.48049,0.69405,1.0571,0.34168,0.64066,0.99302,-0.053388,0.41643,0.34168,0.12813,-1.1852,-0.58727,-0.36304,-0.074743,-0.22423,0.25626,0.14949,0.32033
0,-0.8115,-0.62998,-0.99302,-1.2386,-0.16016,-0.44846,0.11745,-0.38439,-0.66201,-0.26694,-0.59795,-0.64066,-0.6193,-0.23491,-0.50185,0.53388,0.37372,0.2883,0.55524,0.24559,0.46982,0.60862,0.58727,-0.45914,0.69405,0.98234,0.38439,0.64066,1.0678,-0.010678,0.41643,0.27762,0.14949,-1.1639,-0.57659,-0.29897,-0.085421,-0.26694,0.35236,0.17084,0.26694
-0.021355,-0.7154,-0.6193,-0.97166,-1.1959,-0.12813,-0.39507,0.14949,-0.38439,-0.66201,-0.30965,-0.60862,-0.59795,-0.58727,-0.22423,-0.51253,0.55524,0.32033,0.35236,0.50185,0.38439,0.46982,0.6193,0.64066,-0.46982,0.72608,1.0144,0.27762,0.54456,1.0037,-0.064066,0.43778,0.27762,0.096099,-1.1639,-0.56591,-0.41643,-0.096099,-0.22423,0.33101,0.14949,0.18152
0.010678,-0.69405,-0.6193,-1.0357,-1.2386,-0.17084,-0.40575,0.13881,-0.38439,-0.64066,-0.33101,-0.57659,-0.58727,-0.62998,-0.25626,-0.5232,0.56591,0.37372,0.24559,0.54456,0.32033,0.50185,0.59795,0.56591,-0.44846,0.70472,1.0357,0.35236,0.64066,0.99302,-0.096099,0.39507,0.2883,0.10678,-1.2386,-0.58727,-0.37372,-0.032033,-0.2883,0.34168,0.14949,0.16016
0.053388,-0.75811,-0.58727,-0.87557,-1.2386,-0.13881,-0.39507,0.074743,-0.34168,-0.6193,-0.39507,-0.56591,-0.66201,-0.6193,-0.1922,-0.51253,0.59795,0.2883,0.2883,0.49117,0.32033,0.45914,0.65134,0.6193,-0.40575,0.72608,1.0571,0.34168,0.56591,0.99302,-0.10678,0.39507,0.25626,0.11745,-1.2386,-0.53388,-0.34168,-0.042711,-0.21355,0.36304,0.12813,0.16016
0.032033,-0.70472,-0.56591,-0.93963,-1.1959,-0.12813,-0.27762,0.1922,-0.34168,-0.66201,-0.34168,-0.56591,-0.66201,-0.66201,-0.21355,-0.45914,0.57659,0.38439,0.27762,0.49117,0.26694,0.44846,0.59795,0.64066,-0.51253,0.72608,1.0784,0.34168,0.56591,1.0144,-0.085421,0.41643,0.29897,0.12813,-1.1639,-0.54456,-0.34168,-0.11745,-0.22423,0.40575,0.20287,0.16016
-0.010678,-0.70472,-0.57659,-0.9076,-1.1745,-0.1922,-0.35236,0.12813,-0.40575,-0.64066,-0.33101,-0.65134,-0.67269,-0.59795,-0.24559,-0.50185,0.59795,0.2883,0.30965,0.49117,0.30965,0.49117,0.60862,0.6193,-0.43778,0.79014,1.1318,0.39507,0.56591,0.92895,-0.11745,0.42711,0.18152,0.096099,-1.2172,-0.58727,-0.35236,-0.24559,-0.17084,0.35236,0.22423,0.18152
0.010678,-0.73676,-0.60862,-0.9076,-1.2066,-0.085421,-0.46982,0.11745,-0.35236,-0.68337,-0.2883,-0.77947,-0.66201,-0.72608,-0.23491,-0.51253,0.58727,0.42711,0.32033,0.5232,0.35236,0.44846,0.65134,0.68337,-0.46982,0.69405,1.0678,0.40575,0.65134,1.0251,-0.13881,0.36304,0.27762,0.11745,-1.2066,-0.54456,-0.42711,-0.18152,-0.25626,0.33101,0.22423,0.12813
-0.053388,-0.80082,-0.55524,-0.98234,-1.1425,-0.085421,-0.33101,0.21355,-0.33101,-0.62998,-0.32033,-0.77947,-0.69405,-0.84353,-0.18152,-0.39507,0.58727,0.39507,0.2883,0.57659,0.38439,0.43778,0.67269,0.59795,-0.44846,0.74743,1.0998,0.34168,0.68337,1.0678,-0.096099,0.51253,0.26694,0.13881,-1.1745,-0.51253,-0.36304,-0.11745,-0.18152,0.34168,0.18152,0.11745
0,-0.74743,-0.57659,-0.91828,-1.2172,-0.085421,-0.43778,0.16016,-0.34168,-0.59795,-0.27762,-0.70472,-0.67269,-0.82218,-0.20287,-0.42711,0.55524,0.33101,0.36304,0.5232,0.36304,0.50185,0.54456,0.6193,-0.38439,0.7154,1.0784,0.33101,0.6193,1.0678,-0.096099,0.55524,0.30965,0.11745,-1.1852,-0.5232,-0.37372,-0.11745,-0.25626,0.37372,0.1922,0.10678
0.053388,-0.79014,-0.56591,-0.85421,-1.1639,-0.12813,-0.34168,0.17084,-0.32033,-0.60862,-0.32033,-0.66201,-0.59795,-0.7154,-0.16016,-0.48049,0.59795,0.36304,0.38439,0.51253,0.29897,0.44846,0.62998,0.67269,-0.44846,0.75811,1.1318,0.37372,0.59795,0.98234,-0.11745,0.44846,0.23491,0.10678,-1.1318,-0.56591,-0.32033,-0.085421,-0.23491,0.36304,0.14949,0.11745
0,-0.7154,-0.57659,-0.79014,-1.2279,-0.13881,-0.32033,0.14949,-0.34168,-0.62998,-0.33101,-0.72608,-0.66201,-0.68337,-0.17084,-0.44846,0.6193,0.42711,0.34168,0.5232,0.38439,0.43778,0.55524,0.62998,-0.41643,0.75811,1.0464,0.35236,0.60862,0.96099,-0.074743,0.41643,0.24559,0.12813,-1.1852,-0.5232,-0.36304,-0.16016,-0.23491,0.33101,0.17084,0.11745
0.010678,-0.74743,-0.53388,-0.86489,-1.2066,-0.064066,-0.37372,0.17084,-0.32033,-0.65134,-0.34168,-0.66201,-0.60862,-0.7154,-0.20287,-0.45914,0.57659,0.38439,0.38439,0.5232,0.32033,0.39507,0.51253,0.66201,-0.38439,0.69405,1.1212,0.44846,0.65134,0.99302,-0.10678,0.38439,0.29897,0.16016,-1.1852,-0.57659,-0.35236,-0.11745,-0.22423,0.33101,0.16016,0.085421
0.042711,-0.73676,-0.65134,-0.86489,-1.1105,-0.074743,-0.38439,0.14949,-0.39507,-0.65134,-0.2883,-0.67269,-0.67269,-0.68337,-0.17084,-0.45914,0.62998,0.39507,0.40575,0.48049,0.2883,0.40575,0.6193,0.64066,-0.40575,0.75811,1.1212,0.44846,0.59795,1.0037,-0.053388,0.44846,0.29897,0.12813,-1.1105,-0.56591,-0.33101,-0.17084,-0.25626,0.34168,0.1922,0.10678
0,-0.72608,-0.54456,-0.93963,-1.1639,-0.10678,-0.37372,0.17084,-0.39507,-0.62998,-0.2883,-0.69405,-0.64066,-0.73676,-0.20287,-0.50185,0.62998,0.41643,0.37372,0.51253,0.36304,0.43778,0.59795,0.60862,-0.41643,0.7154,1.1532,0.39507,0.59795,0.99302,-0.042711,0.44846,0.32033,0.10678,-1.1532,-0.56591,-0.40575,-0.11745,-0.18152,0.32033,0.1922,0.12813
0.021355,-0.73676,-0.58727,-0.88624,-1.1318,-0.085421,-0.39507,0.17084,-0.36304,-0.6193,-0.27762,-0.67269,-0.64066,-0.69405,-0.1922,-0.44846,0.59795,0.41643,0.39507,0.54456,0.27762,0.41643,0.54456,0.68337,-0.39507,0.79014,1.0464,0.44846,0.66201,1.0037,-0.18152,0.42711,0.32033,0.12813,-1.1745,-0.49117,-0.34168,-0.12813,-0.25626,0.38439,0.18152,0.16016
0.010678,-0.69405,-0.6193,-0.9076,-1.1532,-0.085421,-0.33101,0.12813,-0.38439,-0.60862,-0.39507,-0.65134,-0.57659,-0.73676,-0.1922,-0.45914,0.62998,0.38439,0.40575,0.42711,0.32033,0.42711,0.64066,0.67269,-0.44846,0.68337,1.0678,0.35236,0.60862,0.92895,-0.085421,0.44846,0.33101,0.10678,-1.1425,-0.55524,-0.30965,-0.11745,-0.21355,0.35236,0.22423,0.096099
0.010678,-0.7154,-0.56591,-0.86489,-1.1852,-0.10678,-0.34168,0.16016,-0.37372,-0.53388,-0.37372,-0.64066,-0.66201,-0.68337,-0.24559,-0.54456,0.56591,0.40575,0.41643,0.45914,0.2883,0.43778,0.69405,0.69405,-0.38439,0.79014,1.1105,0.41643,0.66201,0.96099,-0.085421,0.37372,0.25626,0.096099,-1.2066,-0.48049,-0.35236,-0.12813,-0.18152,0.33101,0.16016,0.12813
0.032033,-0.74743,-0.55524,-0.87557,-1.2172,-0.096099,-0.36304,0.13881,-0.32033,-0.57659,-0.32033,-0.72608,-0.67269,-0.69405,-0.25626,-0.50185,0.58727,0.36304,0.34168,0.55524,0.26694,0.42711,0.65134,0.72608,-0.38439,0.73676,1.1425,0.42711,0.67269,1.0251,-0.17084,0.43778,0.25626,0.10678,-1.2066,-0.5232,-0.35236,-0.085421,-0.20287,0.35236,0.21355,0.085421
0.010678,-0.75811,-0.6193,-0.82218,-1.1532,-0.085421,-0.38439,0.096099,-0.33101,-0.51253,-0.29897,-0.64066,-0.62998,-0.64066,-0.1922,-0.45914,0.58727,0.39507,0.37372,0.50185,0.34168,0.44846,0.69405,0.7154,-0.35236,0.74743,1.1639,0.36304,0.67269,1.0144,-0.11745,0.40575,0.25626,0.13881,-1.1212,-0.54456,-0.39507,-0.14949,-0.20287,0.33101,0.26694,0.064066
-0.042711,-0.74743,-0.60862,-0.84353,-1.2493,-0.096099,-0.38439,0.17084,-0.36304,-0.59795,-0.2883,-0.68337,-0.64066,-0.68337,-0.20287,-0.42711,0.58727,0.34168,0.42711,0.57659,0.33101,0.48049,0.55524,0.69405,-0.36304,0.72608,1.1852,0.41643,0.70472,1.0678,-0.14949,0.36304,0.25626,0.085421,-1.1852,-0.53388,-0.41643,-0.074743,-0.25626,0.34168,0.25626,0.12813
-0.010678,-0.80082,-0.59795,-0.84353,-1.1852,-0.074743,-0.33101,0.16016,-0.35236,-0.60862,-0.2883,-0.68337,-0.62998,-0.68337,-0.23491,-0.42711,0.54456,0.42711,0.42711,0.48049,0.32033,0.46982,0.62998,0.69405,-0.38439,0.74743,1.1425,0.37372,0.65134,1.0357,-0.10678,0.37372,0.21355,0.17084,-1.2172,-0.57659,-0.37372,-0.074743,-0.32033,0.36304,0.16016,0.12813
-0.053388,-0.73676,-0.55524,-0.85421,-1.1959,-0.12813,-0.35236,0.20287,-0.35236,-0.58727,-0.27762,-0.75811,-0.60862,-0.67269,-0.16016,-0.49117,0.56591,0.41643,0.42711,0.49117,0.25626,0.39507,0.64066,0.64066,-0.32033,0.66201,1.0998,0.38439,0.68337,1.0144,-0.085421,0.36304,0.21355,0.064066,-1.1745,-0.57659,-0.2883,-0.13881,-0.26694,0.33101,0.21355,0.053388
0.042711,-0.72608,-0.57659,-0.84353,-1.1639,-0.074743,-0.37372,0.16016,-0.36304,-0.62998,-0.25626,-0.69405,-0.60862,-0.76879,-0.16016,-0.56591,0.50185,0.41643,0.38439,0.43778,0.37372,0.43778,0.64066,0.65134,-0.33101,0.76879,1.1425,0.36304,0.64066,0.99302,-0.032033,0.36304,0.23491,0.18152,-1.1959,-0.50185,-0.29897,-0.16016,-0.21355,0.29897,0.23491,0.12813
0.010678,-0.80082,-0.56591,-0.86489,-1.2066,-0.032033,-0.38439,0.12813,-0.34168,-0.68337,-0.27762,-0.64066,-0.6193,-0.68337,-0.21355,-0.53388,0.5232,0.38439,0.40575,0.49117,0.30965,0.44846,0.65134,0.60862,-0.37372,0.67269,1.0998,0.37372,0.6193,0.95031,-0.074743,0.39507,0.26694,0.10678,-1.1852,-0.5232,-0.36304,-0.053388,-0.26694,0.30965,0.22423,0.13881
-0.053388,-0.77947,-0.66201,-0.82218,-1.1852,-0.085421,-0.38439,0.16016,-0.34168,-0.64066,-0.26694,-0.70472,-0.59795,-0.6193,-0.21355,-0.51253,0.54456,0.40575,0.44846,0.45914,0.30965,0.44846,0.67269,0.62998,-0.32033,0.75811,1.1105,0.33101,0.60862,0.99302,-0.074743,0.39507,0.23491,0.14949,-1.1745,-0.51253,-0.35236,-0.13881,-0.25626,0.29897,0.20287,0.074743
0.032033,-0.74743,-0.58727,-0.87557,-1.1212,-0.074743,-0.38439,0.11745,-0.36304,-0.56591,-0.33101,-0.70472,-0.51253,-0.66201,-0.23491,-0.51253,0.57659,0.36304,0.41643,0.40575,0.29897,0.50185,0.6193,0.72608,-0.33101,0.73676,1.0891,0.46982,0.62998,1.0144,-0.11745,0.32033,0.26694,0.16016,-1.1959,-0.59795,-0.34168,-0.18152,-0.21355,0.36304,0.17084,0.096099
-0.032033,-0.72608,-0.62998,-0.83285,-1.1852,-0.096099,-0.40575,0.12813,-0.2883,-0.48049,-0.33101,-0.64066,-0.62998,-0.65134,-0.23491,-0.51253,0.58727,0.42711,0.37372,0.43778,0.36304,0.48049,0.69405,0.67269,-0.38439,0.7154,1.0784,0.36304,0.64066,0.92895,-0.13881,0.36304,0.16016,0.064066,-1.1745,-0.50185,-0.37372,-0.096099,-0.25626,0.39507,0.14949,0.064066
-0.021355,-0.70472,-0.58727,-0.85421,-1.1532,-0.085421,-0.2883,0.13881,-0.38439,-0.35236,-0.37372,-0.66201,-0.56591,-0.68337,-0.25626,-0.49117,0.54456,0.42711,0.39507,0.40575,0.33101,0.46982,0.58727,0.62998,-0.33101,0.74743,1.1425,0.40575,0.65134,0.98234,-0.021355,0.34168,0.1922,0.11745,-1.1959,-0.55524,-0.34168,-0.053388,-0.27762,0.40575,0.18152,0.1922
0.053388,-0.80082,-0.6193,-0.82218,-1.2386,-0.053388,-0.36304,0.17084,-0.33101,-0.44846,-0.24559,-0.69405,-0.58727,-0.59795,-0.23491,-0.5232,0.58727,0.37372,0.35236,0.49117,0.32033,0.44846,0.62998,0.73676,-0.33101,0.76879,1.2172,0.38439,0.57659,0.97166,-0.10678,0.36304,0.22423,0.12813,-1.2493,-0.53388,-0.35236,-0.12813,-0.22423,0.36304,0.23491,0.10678
0.032033,-0.73676,-0.60862,-0.85421,-1.2493,-0.10678,-0.35236,0.12813,-0.33101,-0.41643,-0.32033,-0.68337,-0.65134,-0.69405,-0.21355,-0.45914,0.60862,0.34168,0.37372,0.48049,0.37372,0.51253,0.68337,0.69405,-0.30965,0.79014,1.1532,0.30965,0.67269,0.96099,-0.23491,0.33101,0.24559,0.13881,-1.2066,-0.51253,-0.35236,-0.14949,-0.23491,0.33101,0.21355,0.13881
0.032033,-0.72608,-0.54456,-0.86489,-1.1318,-0.096099,-0.26694,0.12813,-0.36304,-0.44846,-0.26694,-0.65134,-0.70472,-0.66201,-0.23491,-0.49117,0.57659,0.39507,0.48049,0.46982,0.33101,0.54456,0.74743,0.68337,-0.29897,0.75811,1.1639,0.39507,0.66201,0.98234,-0.23491,0.29897,0.21355,0.074743,-1.2172,-0.55524,-0.35236,-0.096099,-0.25626,0.33101,0.21355,0.042711
